,name,emotion
66,Ses05M_impro08_F011,neu
72,Ses05M_impro08_F012,neu
78,Ses05M_impro08_F013,neu
84,Ses05M_impro08_F014,neu
90,Ses05M_impro08_F015,neu
96,Ses05M_impro08_F016,neu
102,Ses05M_impro08_F017,neu
108,Ses05M_impro08_F018,neu
114,Ses05M_impro08_F019,neu
120,Ses05M_impro08_F020,xxx
126,Ses05M_impro08_F021,sur
132,Ses05M_impro08_F022,hap
138,Ses05M_impro08_F023,fru
144,Ses05M_impro08_F024,xxx
150,Ses05M_impro08_F025,hap
156,Ses05M_impro08_F026,hap
162,Ses05M_impro08_F027,hap
168,Ses05M_impro08_F028,hap
174,Ses05M_impro08_M000,neu
180,Ses05M_impro08_M001,neu
186,Ses05M_impro08_M002,neu
192,Ses05M_impro08_M003,neu
198,Ses05M_impro08_M004,neu
204,Ses05M_impro08_M005,neu
210,Ses05M_impro08_M006,neu
216,Ses05M_impro08_M007,neu
222,Ses05M_impro08_M008,neu
228,Ses05M_impro08_M009,neu
234,Ses05M_impro08_M010,neu
240,Ses05M_impro08_M011,neu
246,Ses05M_impro08_M012,neu
252,Ses05M_impro08_M013,neu
258,Ses05M_impro08_M014,neu
264,Ses05M_impro08_M015,neu
270,Ses05M_impro08_M016,neu
276,Ses05M_impro08_M017,neu
282,Ses05M_impro08_M018,neu
288,Ses05M_impro08_M019,neu
294,Ses05M_impro08_M020,neu
300,Ses05M_impro08_M021,neu
306,Ses05M_impro08_M022,neu
312,Ses05M_impro08_M023,neu
318,Ses05M_impro08_M024,neu
324,Ses05M_impro08_M025,neu
330,Ses05M_impro08_M026,hap
336,Ses05M_impro08_M027,neu
342,Ses05M_impro08_M028,hap
0,Ses05M_script01_1_F000,sad
6,Ses05M_script01_1_F001,sad
12,Ses05M_script01_1_F002,xxx
18,Ses05M_script01_1_F003,xxx
24,Ses05M_script01_1_F004,sad
30,Ses05M_script01_1_F005,sad
36,Ses05M_script01_1_F006,xxx
42,Ses05M_script01_1_F007,xxx
48,Ses05M_script01_1_F008,xxx
54,Ses05M_script01_1_F009,xxx
60,Ses05M_script01_1_F010,fru
66,Ses05M_script01_1_F011,xxx
72,Ses05M_script01_1_F012,fru
78,Ses05M_script01_1_F013,fru
84,Ses05M_script01_1_F014,ang
90,Ses05M_script01_1_F015,xxx
96,Ses05M_script01_1_F016,xxx
102,Ses05M_script01_1_F017,xxx
108,Ses05M_script01_1_F018,ang
114,Ses05M_script01_1_F019,xxx
120,Ses05M_script01_1_F020,fru
126,Ses05M_script01_1_F021,ang
132,Ses05M_script01_1_F022,ang
138,Ses05M_script01_1_F023,neu
144,Ses05M_script01_1_F024,neu
150,Ses05M_script01_1_F025,neu
156,Ses05M_script01_1_F026,neu
162,Ses05M_script01_1_F027,fru
168,Ses05M_script01_1_F028,fru
174,Ses05M_script01_1_F029,fru
180,Ses05M_script01_1_F030,xxx
186,Ses05M_script01_1_F031,sur
192,Ses05M_script01_1_F032,ang
198,Ses05M_script01_1_F033,xxx
204,Ses05M_script01_1_F034,xxx
210,Ses05M_script01_1_F035,ang
216,Ses05M_script01_1_F036,ang
222,Ses05M_script01_1_F037,fru
228,Ses05M_script01_1_F038,fru
234,Ses05M_script01_1_M000,xxx
240,Ses05M_script01_1_M001,xxx
246,Ses05M_script01_1_M002,xxx
252,Ses05M_script01_1_M003,xxx
258,Ses05M_script01_1_M004,sad
264,Ses05M_script01_1_M005,xxx
270,Ses05M_script01_1_M006,xxx
276,Ses05M_script01_1_M007,xxx
282,Ses05M_script01_1_M008,xxx
288,Ses05M_script01_1_M009,fru
294,Ses05M_script01_1_M010,fru
300,Ses05M_script01_1_M011,ang
306,Ses05M_script01_1_M012,fru
312,Ses05M_script01_1_M013,ang
318,Ses05M_script01_1_M014,xxx
324,Ses05M_script01_1_M015,fru
330,Ses05M_script01_1_M016,neu
336,Ses05M_script01_1_M017,neu
342,Ses05M_script01_1_M018,fru
348,Ses05M_script01_1_M019,fru
354,Ses05M_script01_1_M020,ang
360,Ses05M_script01_1_M021,ang
366,Ses05M_script01_1_M022,ang
372,Ses05M_script01_1_M023,ang
378,Ses05M_script01_1_M024,fru
384,Ses05M_script01_1_M025,ang
390,Ses05M_script01_1_M026,xxx
396,Ses05M_script01_1_M027,xxx
402,Ses05M_script01_1_M028,ang
408,Ses05M_script01_1_M029,fru
414,Ses05M_script01_1_M030,fru
420,Ses05M_script01_1_M031,xxx
426,Ses05M_script01_1_M032,ang
432,Ses05M_script01_1_M033,ang
438,Ses05M_script01_1_M034,ang
444,Ses05M_script01_1_M035,ang
450,Ses05M_script01_1_M036,ang
456,Ses05M_script01_1_M037,ang
462,Ses05M_script01_1_M038,fru
468,Ses05M_script01_1_M039,xxx
474,Ses05M_script01_1_M040,fru
0,Ses05M_script01_1b_F000,sad
6,Ses05M_script01_1b_F001,sur
12,Ses05M_script01_1b_F002,xxx
18,Ses05M_script01_1b_F003,xxx
24,Ses05M_script01_1b_F004,xxx
30,Ses05M_script01_1b_F005,xxx
36,Ses05M_script01_1b_F006,xxx
42,Ses05M_script01_1b_F007,xxx
48,Ses05M_script01_1b_F008,xxx
54,Ses05M_script01_1b_F009,xxx
60,Ses05M_script01_1b_F010,xxx
66,Ses05M_script01_1b_F011,xxx
72,Ses05M_script01_1b_F012,fru
78,Ses05M_script01_1b_F013,xxx
84,Ses05M_script01_1b_F014,xxx
90,Ses05M_script01_1b_F015,xxx
96,Ses05M_script01_1b_F016,fru
102,Ses05M_script01_1b_F017,xxx
108,Ses05M_script01_1b_F018,fru
114,Ses05M_script01_1b_F019,xxx
120,Ses05M_script01_1b_F020,xxx
126,Ses05M_script01_1b_F021,xxx
132,Ses05M_script01_1b_F022,neu
138,Ses05M_script01_1b_F023,neu
144,Ses05M_script01_1b_F024,neu
150,Ses05M_script01_1b_F025,xxx
156,Ses05M_script01_1b_F026,neu
162,Ses05M_script01_1b_F027,fru
168,Ses05M_script01_1b_F028,sad
174,Ses05M_script01_1b_F029,xxx
180,Ses05M_script01_1b_F030,sur
186,Ses05M_script01_1b_F031,ang
192,Ses05M_script01_1b_F032,xxx
198,Ses05M_script01_1b_F033,ang
204,Ses05M_script01_1b_F034,ang
210,Ses05M_script01_1b_F035,fru
216,Ses05M_script01_1b_F036,xxx
222,Ses05M_script01_1b_F037,fru
228,Ses05M_script01_1b_F038,xxx
234,Ses05M_script01_1b_M000,xxx
240,Ses05M_script01_1b_M001,sad
246,Ses05M_script01_1b_M002,sad
252,Ses05M_script01_1b_M003,sad
258,Ses05M_script01_1b_M004,sad
264,Ses05M_script01_1b_M005,sad
270,Ses05M_script01_1b_M006,xxx
276,Ses05M_script01_1b_M007,xxx
282,Ses05M_script01_1b_M008,fru
288,Ses05M_script01_1b_M009,fru
294,Ses05M_script01_1b_M010,fru
300,Ses05M_script01_1b_M011,xxx
306,Ses05M_script01_1b_M012,fru
312,Ses05M_script01_1b_M013,xxx
318,Ses05M_script01_1b_M014,xxx
324,Ses05M_script01_1b_M015,xxx
330,Ses05M_script01_1b_M016,fru
336,Ses05M_script01_1b_M017,fru
342,Ses05M_script01_1b_M018,xxx
348,Ses05M_script01_1b_M019,ang
354,Ses05M_script01_1b_M020,ang
360,Ses05M_script01_1b_M021,fru
366,Ses05M_script01_1b_M022,ang
372,Ses05M_script01_1b_M023,xxx
378,Ses05M_script01_1b_M024,xxx
384,Ses05M_script01_1b_M025,fru
390,Ses05M_script01_1b_M026,fru
396,Ses05M_script01_1b_M027,fru
402,Ses05M_script01_1b_M028,fru
408,Ses05M_script01_1b_M029,fru
414,Ses05M_script01_1b_M030,fru
420,Ses05M_script01_1b_M031,ang
426,Ses05M_script01_1b_M032,ang
432,Ses05M_script01_1b_M033,ang
438,Ses05M_script01_1b_M034,xxx
444,Ses05M_script01_1b_M035,ang
450,Ses05M_script01_1b_M036,ang
456,Ses05M_script01_1b_M037,xxx
462,Ses05M_script01_1b_M038,xxx
468,Ses05M_script01_1b_M039,fru
474,Ses05M_script01_1b_M040,ang
480,Ses05M_script01_1b_M041,ang
0,Ses05M_script01_2_F000,xxx
7,Ses05M_script01_2_F001,xxx
14,Ses05M_script01_2_F002,neu
21,Ses05M_script01_2_F003,xxx
28,Ses05M_script01_2_F004,neu
35,Ses05M_script01_2_F005,ang
42,Ses05M_script01_2_F006,xxx
49,Ses05M_script01_2_F007,xxx
56,Ses05M_script01_2_F008,xxx
63,Ses05M_script01_2_F009,xxx
70,Ses05M_script01_2_F010,fru
77,Ses05M_script01_2_F011,fru
84,Ses05M_script01_2_F012,xxx
91,Ses05M_script01_2_F013,xxx
98,Ses05M_script01_2_F014,fru
105,Ses05M_script01_2_F015,ang
112,Ses05M_script01_2_F016,xxx
119,Ses05M_script01_2_F017,ang
126,Ses05M_script01_2_M000,neu
133,Ses05M_script01_2_M001,neu
140,Ses05M_script01_2_M002,fru
147,Ses05M_script01_2_M003,neu
154,Ses05M_script01_2_M004,fru
161,Ses05M_script01_2_M005,fru
168,Ses05M_script01_2_M006,xxx
175,Ses05M_script01_2_M007,fru
182,Ses05M_script01_2_M008,fru
189,Ses05M_script01_2_M009,fru
196,Ses05M_script01_2_M010,fru
203,Ses05M_script01_2_M011,fru
210,Ses05M_script01_2_M012,fru
217,Ses05M_script01_2_M013,fru
224,Ses05M_script01_2_M014,xxx
231,Ses05M_script01_2_M015,ang
238,Ses05M_script01_2_M016,ang
0,Ses05M_script01_3_F000,neu
6,Ses05M_script01_3_F001,hap
12,Ses05M_script01_3_F002,xxx
18,Ses05M_script01_3_F003,neu
24,Ses05M_script01_3_F004,xxx
30,Ses05M_script01_3_F005,xxx
36,Ses05M_script01_3_F006,neu
42,Ses05M_script01_3_F007,neu
48,Ses05M_script01_3_F008,xxx
54,Ses05M_script01_3_F009,hap
60,Ses05M_script01_3_F010,sad
66,Ses05M_script01_3_F011,xxx
72,Ses05M_script01_3_F012,hap
78,Ses05M_script01_3_F013,exc
84,Ses05M_script01_3_F014,xxx
90,Ses05M_script01_3_F015,exc
96,Ses05M_script01_3_F016,sad
102,Ses05M_script01_3_F017,xxx
108,Ses05M_script01_3_F018,xxx
114,Ses05M_script01_3_F019,sad
120,Ses05M_script01_3_F020,sad
126,Ses05M_script01_3_F021,sad
132,Ses05M_script01_3_F022,neu
138,Ses05M_script01_3_F023,sad
144,Ses05M_script01_3_F024,sad
150,Ses05M_script01_3_F025,sad
156,Ses05M_script01_3_F026,xxx
162,Ses05M_script01_3_F027,hap
168,Ses05M_script01_3_M000,xxx
174,Ses05M_script01_3_M001,exc
180,Ses05M_script01_3_M002,sur
186,Ses05M_script01_3_M003,neu
192,Ses05M_script01_3_M004,xxx
198,Ses05M_script01_3_M005,xxx
204,Ses05M_script01_3_M006,xxx
210,Ses05M_script01_3_M007,xxx
216,Ses05M_script01_3_M008,xxx
222,Ses05M_script01_3_M009,xxx
228,Ses05M_script01_3_M010,exc
234,Ses05M_script01_3_M011,xxx
240,Ses05M_script01_3_M012,sur
246,Ses05M_script01_3_M013,hap
252,Ses05M_script01_3_M014,xxx
258,Ses05M_script01_3_M015,xxx
264,Ses05M_script01_3_M016,exc
270,Ses05M_script01_3_M017,exc
276,Ses05M_script01_3_M018,sur
282,Ses05M_script01_3_M019,sad
288,Ses05M_script01_3_M020,sad
294,Ses05M_script01_3_M021,sad
300,Ses05M_script01_3_M022,neu
306,Ses05M_script01_3_M023,sad
312,Ses05M_script01_3_M024,xxx
318,Ses05M_script01_3_M025,sad
324,Ses05M_script01_3_M026,sad
330,Ses05M_script01_3_M027,sad
336,Ses05M_script01_3_M028,xxx
342,Ses05M_script01_3_M029,sad
348,Ses05M_script01_3_M030,sad
354,Ses05M_script01_3_M031,xxx
360,Ses05M_script01_3_M032,xxx
366,Ses05M_script01_3_M033,sad
372,Ses05M_script01_3_M034,xxx
378,Ses05M_script01_3_M035,xxx
384,Ses05M_script01_3_M036,sad
390,Ses05M_script01_3_M037,fru
396,Ses05M_script01_3_M038,fru
402,Ses05M_script01_3_M039,sad
408,Ses05M_script01_3_M040,sad
414,Ses05M_script01_3_M041,exc
420,Ses05M_script01_3_M042,hap
0,Ses05M_script02_1_F000,sad
6,Ses05M_script02_1_F001,neu
12,Ses05M_script02_1_F002,xxx
18,Ses05M_script02_1_F003,xxx
24,Ses05M_script02_1_F004,xxx
30,Ses05M_script02_1_F005,xxx
36,Ses05M_script02_1_F006,xxx
42,Ses05M_script02_1_F007,xxx
48,Ses05M_script02_1_F008,xxx
54,Ses05M_script02_1_F009,xxx
60,Ses05M_script02_1_F010,xxx
66,Ses05M_script02_1_F011,xxx
72,Ses05M_script02_1_F012,xxx
78,Ses05M_script02_1_F013,fru
84,Ses05M_script02_1_F014,fru
90,Ses05M_script02_1_F015,fru
96,Ses05M_script02_1_F016,sad
102,Ses05M_script02_1_F017,xxx
108,Ses05M_script02_1_F018,fru
114,Ses05M_script02_1_F019,fru
120,Ses05M_script02_1_F020,xxx
126,Ses05M_script02_1_M000,exc
132,Ses05M_script02_1_M001,exc
138,Ses05M_script02_1_M002,exc
144,Ses05M_script02_1_M003,exc
150,Ses05M_script02_1_M004,xxx
156,Ses05M_script02_1_M005,exc
162,Ses05M_script02_1_M006,exc
168,Ses05M_script02_1_M007,exc
174,Ses05M_script02_1_M008,exc
180,Ses05M_script02_1_M009,exc
186,Ses05M_script02_1_M010,exc
192,Ses05M_script02_1_M011,xxx
198,Ses05M_script02_1_M012,xxx
204,Ses05M_script02_1_M013,xxx
210,Ses05M_script02_1_M014,xxx
216,Ses05M_script02_1_M015,xxx
222,Ses05M_script02_1_M016,fru
228,Ses05M_script02_1_M017,exc
234,Ses05M_script02_1_M018,exc
240,Ses05M_script02_1_M019,exc
246,Ses05M_script02_1_M020,exc
252,Ses05M_script02_1_M021,exc
258,Ses05M_script02_1_M022,fru
264,Ses05M_script02_1_M023,exc
270,Ses05M_script02_1_M024,fru
276,Ses05M_script02_1_M025,fru
282,Ses05M_script02_1_M026,xxx
288,Ses05M_script02_1_M027,xxx
294,Ses05M_script02_1_M028,exc
300,Ses05M_script02_1_M029,exc
306,Ses05M_script02_1_M030,exc
312,Ses05M_script02_1_M031,exc
318,Ses05M_script02_1_M032,exc
324,Ses05M_script02_1_M033,exc
0,Ses05M_script02_2_F000,neu
7,Ses05M_script02_2_F001,neu
14,Ses05M_script02_2_F002,xxx
21,Ses05M_script02_2_F003,xxx
28,Ses05M_script02_2_F004,fru
35,Ses05M_script02_2_F005,ang
42,Ses05M_script02_2_F006,fru
49,Ses05M_script02_2_F007,xxx
56,Ses05M_script02_2_F008,fru
63,Ses05M_script02_2_F009,ang
70,Ses05M_script02_2_F010,ang
77,Ses05M_script02_2_F011,fru
84,Ses05M_script02_2_F012,sad
91,Ses05M_script02_2_F013,sad
98,Ses05M_script02_2_F014,sad
105,Ses05M_script02_2_F015,sad
112,Ses05M_script02_2_F016,sad
119,Ses05M_script02_2_F017,sad
126,Ses05M_script02_2_F018,sad
133,Ses05M_script02_2_F019,sad
140,Ses05M_script02_2_F020,xxx
147,Ses05M_script02_2_F021,xxx
154,Ses05M_script02_2_F022,sad
161,Ses05M_script02_2_F023,sad
168,Ses05M_script02_2_F024,xxx
175,Ses05M_script02_2_F025,xxx
182,Ses05M_script02_2_F026,sad
189,Ses05M_script02_2_F027,sad
196,Ses05M_script02_2_F028,sad
203,Ses05M_script02_2_F029,sad
210,Ses05M_script02_2_F030,sad
217,Ses05M_script02_2_F031,sad
224,Ses05M_script02_2_F032,sad
231,Ses05M_script02_2_F033,xxx
238,Ses05M_script02_2_F034,hap
245,Ses05M_script02_2_F035,xxx
252,Ses05M_script02_2_F036,xxx
259,Ses05M_script02_2_F037,hap
266,Ses05M_script02_2_F038,hap
273,Ses05M_script02_2_M000,exc
280,Ses05M_script02_2_M001,exc
287,Ses05M_script02_2_M002,fru
294,Ses05M_script02_2_M003,xxx
301,Ses05M_script02_2_M004,xxx
308,Ses05M_script02_2_M005,neu
315,Ses05M_script02_2_M006,fru
322,Ses05M_script02_2_M007,fru
329,Ses05M_script02_2_M008,xxx
336,Ses05M_script02_2_M009,fru
343,Ses05M_script02_2_M010,xxx
350,Ses05M_script02_2_M011,fru
357,Ses05M_script02_2_M012,fru
364,Ses05M_script02_2_M013,fru
371,Ses05M_script02_2_M014,fru
378,Ses05M_script02_2_M015,xxx
385,Ses05M_script02_2_M016,neu
392,Ses05M_script02_2_M017,xxx
399,Ses05M_script02_2_M018,xxx
406,Ses05M_script02_2_M019,xxx
413,Ses05M_script02_2_M020,fru
420,Ses05M_script02_2_M021,fru
427,Ses05M_script02_2_M022,fru
434,Ses05M_script02_2_M023,fru
441,Ses05M_script02_2_M024,ang
448,Ses05M_script02_2_M025,ang
455,Ses05M_script02_2_M026,ang
462,Ses05M_script02_2_M027,xxx
469,Ses05M_script02_2_M028,fru
476,Ses05M_script02_2_M029,sad
483,Ses05M_script02_2_M030,sad
490,Ses05M_script02_2_M031,sad
497,Ses05M_script02_2_M032,sad
504,Ses05M_script02_2_M033,sur
511,Ses05M_script02_2_M034,hap
518,Ses05M_script02_2_M035,hap
525,Ses05M_script02_2_M036,hap
532,Ses05M_script02_2_M037,hap
539,Ses05M_script02_2_M038,xxx
546,Ses05M_script02_2_M039,xxx
553,Ses05M_script02_2_M040,hap
0,Ses05M_script03_1_F000,fea
6,Ses05M_script03_1_F001,exc
12,Ses05M_script03_1_F002,exc
18,Ses05M_script03_1_F003,exc
24,Ses05M_script03_1_F004,exc
30,Ses05M_script03_1_F005,exc
36,Ses05M_script03_1_F006,xxx
42,Ses05M_script03_1_F007,xxx
48,Ses05M_script03_1_F008,xxx
54,Ses05M_script03_1_F009,xxx
60,Ses05M_script03_1_F010,xxx
66,Ses05M_script03_1_F011,neu
72,Ses05M_script03_1_F012,neu
78,Ses05M_script03_1_F013,neu
84,Ses05M_script03_1_F014,xxx
90,Ses05M_script03_1_F015,neu
96,Ses05M_script03_1_F016,xxx
102,Ses05M_script03_1_F017,neu
108,Ses05M_script03_1_F018,xxx
114,Ses05M_script03_1_F019,xxx
120,Ses05M_script03_1_F020,neu
126,Ses05M_script03_1_F021,xxx
132,Ses05M_script03_1_F022,xxx
138,Ses05M_script03_1_F023,xxx
144,Ses05M_script03_1_F024,exc
150,Ses05M_script03_1_F025,xxx
156,Ses05M_script03_1_F026,exc
162,Ses05M_script03_1_F027,xxx
168,Ses05M_script03_1_F028,xxx
174,Ses05M_script03_1_F029,xxx
180,Ses05M_script03_1_F030,xxx
186,Ses05M_script03_1_F031,neu
192,Ses05M_script03_1_M000,xxx
198,Ses05M_script03_1_M001,exc
204,Ses05M_script03_1_M002,fea
210,Ses05M_script03_1_M003,neu
216,Ses05M_script03_1_M004,exc
222,Ses05M_script03_1_M005,xxx
228,Ses05M_script03_1_M006,exc
234,Ses05M_script03_1_M007,exc
240,Ses05M_script03_1_M008,exc
246,Ses05M_script03_1_M009,exc
252,Ses05M_script03_1_M010,exc
258,Ses05M_script03_1_M011,exc
264,Ses05M_script03_1_M012,exc
270,Ses05M_script03_1_M013,exc
276,Ses05M_script03_1_M014,exc
282,Ses05M_script03_1_M015,exc
288,Ses05M_script03_1_M016,exc
294,Ses05M_script03_1_M017,xxx
300,Ses05M_script03_1_M018,exc
306,Ses05M_script03_1_M019,xxx
312,Ses05M_script03_1_M020,exc
318,Ses05M_script03_1_M021,exc
324,Ses05M_script03_1_M022,exc
330,Ses05M_script03_1_M023,exc
336,Ses05M_script03_1_M024,exc
342,Ses05M_script03_1_M025,exc
348,Ses05M_script03_1_M026,exc
354,Ses05M_script03_1_M027,exc
360,Ses05M_script03_1_M028,exc
366,Ses05M_script03_1_M029,exc
372,Ses05M_script03_1_M030,exc
378,Ses05M_script03_1_M031,exc
384,Ses05M_script03_1_M032,exc
390,Ses05M_script03_1_M033,exc
396,Ses05M_script03_1_M034,xxx
0,Ses05M_script03_2_F000,xxx
6,Ses05M_script03_2_F001,neu
12,Ses05M_script03_2_F002,neu
18,Ses05M_script03_2_F003,fru
24,Ses05M_script03_2_F004,neu
30,Ses05M_script03_2_F005,neu
36,Ses05M_script03_2_F006,neu
42,Ses05M_script03_2_F007,xxx
48,Ses05M_script03_2_F008,fru
54,Ses05M_script03_2_F009,neu
60,Ses05M_script03_2_F010,xxx
66,Ses05M_script03_2_F011,xxx
72,Ses05M_script03_2_F012,neu
78,Ses05M_script03_2_F013,fru
84,Ses05M_script03_2_F014,xxx
90,Ses05M_script03_2_F015,neu
96,Ses05M_script03_2_F016,xxx
102,Ses05M_script03_2_F017,ang
108,Ses05M_script03_2_F018,ang
114,Ses05M_script03_2_F019,xxx
120,Ses05M_script03_2_F020,xxx
126,Ses05M_script03_2_F021,fru
132,Ses05M_script03_2_F022,xxx
138,Ses05M_script03_2_F023,neu
144,Ses05M_script03_2_F024,xxx
150,Ses05M_script03_2_F025,fru
156,Ses05M_script03_2_F026,neu
162,Ses05M_script03_2_F027,xxx
168,Ses05M_script03_2_F028,ang
174,Ses05M_script03_2_F029,fru
180,Ses05M_script03_2_F030,xxx
186,Ses05M_script03_2_F031,xxx
192,Ses05M_script03_2_F032,xxx
198,Ses05M_script03_2_F033,xxx
204,Ses05M_script03_2_F034,ang
210,Ses05M_script03_2_F035,ang
216,Ses05M_script03_2_F036,ang
222,Ses05M_script03_2_F037,ang
228,Ses05M_script03_2_F038,ang
234,Ses05M_script03_2_F039,ang
240,Ses05M_script03_2_F040,ang
246,Ses05M_script03_2_F041,ang
252,Ses05M_script03_2_F042,ang
258,Ses05M_script03_2_F043,ang
264,Ses05M_script03_2_F044,ang
270,Ses05M_script03_2_M000,xxx
276,Ses05M_script03_2_M001,xxx
282,Ses05M_script03_2_M002,xxx
288,Ses05M_script03_2_M003,xxx
294,Ses05M_script03_2_M004,fru
300,Ses05M_script03_2_M005,fru
306,Ses05M_script03_2_M006,xxx
312,Ses05M_script03_2_M007,xxx
318,Ses05M_script03_2_M008,ang
324,Ses05M_script03_2_M009,ang
330,Ses05M_script03_2_M010,neu
336,Ses05M_script03_2_M011,neu
342,Ses05M_script03_2_M012,xxx
348,Ses05M_script03_2_M013,xxx
354,Ses05M_script03_2_M014,xxx
360,Ses05M_script03_2_M015,ang
366,Ses05M_script03_2_M016,fru
372,Ses05M_script03_2_M017,fru
378,Ses05M_script03_2_M018,xxx
384,Ses05M_script03_2_M019,xxx
390,Ses05M_script03_2_M020,ang
396,Ses05M_script03_2_M021,xxx
402,Ses05M_script03_2_M022,fru
408,Ses05M_script03_2_M023,ang
414,Ses05M_script03_2_M024,neu
420,Ses05M_script03_2_M025,ang
426,Ses05M_script03_2_M026,ang
432,Ses05M_script03_2_M027,ang
438,Ses05M_script03_2_M028,ang
444,Ses05M_script03_2_M029,ang
450,Ses05M_script03_2_M030,ang
456,Ses05M_script03_2_M031,ang
462,Ses05M_script03_2_M032,ang
468,Ses05M_script03_2_M033,ang
474,Ses05M_script03_2_M034,ang
480,Ses05M_script03_2_M035,ang
486,Ses05M_script03_2_M036,ang
492,Ses05M_script03_2_M037,ang
498,Ses05M_script03_2_M038,ang
504,Ses05M_script03_2_M039,ang
510,Ses05M_script03_2_M040,ang
516,Ses05M_script03_2_M041,ang
522,Ses05M_script03_2_M042,ang
528,Ses05M_script03_2_M043,ang
534,Ses05M_script03_2_M044,ang
540,Ses05M_script03_2_M045,ang
0,Ses02F_impro01_F000,neu
8,Ses02F_impro01_F001,sur
16,Ses02F_impro01_F002,xxx
24,Ses02F_impro01_F003,fru
32,Ses02F_impro01_F004,fru
40,Ses02F_impro01_F005,fru
48,Ses02F_impro01_F006,fru
56,Ses02F_impro01_F007,fru
64,Ses02F_impro01_F008,fru
72,Ses02F_impro01_F009,fru
80,Ses02F_impro01_F010,fru
88,Ses02F_impro01_F011,fru
96,Ses02F_impro01_F012,fru
104,Ses02F_impro01_F013,fru
112,Ses02F_impro01_F014,fru
120,Ses02F_impro01_F015,fru
128,Ses02F_impro01_F016,fru
136,Ses02F_impro01_F017,fru
144,Ses02F_impro01_F018,ang
152,Ses02F_impro01_F019,ang
160,Ses02F_impro01_F020,ang
168,Ses02F_impro01_F021,ang
176,Ses02F_impro01_F022,fru
184,Ses02F_impro01_F023,fru
192,Ses02F_impro01_M000,neu
198,Ses02F_impro01_M001,neu
204,Ses02F_impro01_M002,neu
210,Ses02F_impro01_M003,xxx
216,Ses02F_impro01_M004,neu
222,Ses02F_impro01_M005,fru
228,Ses02F_impro01_M006,fru
234,Ses02F_impro01_M007,fru
240,Ses02F_impro01_M008,fru
246,Ses02F_impro01_M009,fru
252,Ses02F_impro01_M010,fru
258,Ses02F_impro01_M011,fru
264,Ses02F_impro01_M012,fru
270,Ses02F_impro01_M013,fru
276,Ses02F_impro01_M014,fru
282,Ses02F_impro01_M015,fru
288,Ses02F_impro01_M016,xxx
294,Ses02F_impro01_M017,ang
300,Ses02F_impro01_M018,fru
306,Ses02F_impro01_M019,ang
312,Ses02F_impro01_M020,fru
318,Ses02F_impro01_M021,fru
324,Ses02F_impro01_M022,fru
330,Ses02F_impro01_M023,fru
336,Ses02F_impro01_M024,fru
0,Ses02F_impro02_F000,sad
8,Ses02F_impro02_F001,sad
16,Ses02F_impro02_F002,sad
24,Ses02F_impro02_F003,sad
32,Ses02F_impro02_F004,sad
40,Ses02F_impro02_F005,sad
48,Ses02F_impro02_F006,sad
56,Ses02F_impro02_F007,sad
64,Ses02F_impro02_F008,sad
72,Ses02F_impro02_F009,sad
80,Ses02F_impro02_F010,sad
88,Ses02F_impro02_F011,sad
96,Ses02F_impro02_F012,sad
104,Ses02F_impro02_F013,sad
112,Ses02F_impro02_M000,xxx
118,Ses02F_impro02_M001,fru
124,Ses02F_impro02_M002,fru
130,Ses02F_impro02_M003,fru
136,Ses02F_impro02_M004,xxx
142,Ses02F_impro02_M005,fru
148,Ses02F_impro02_M006,fru
154,Ses02F_impro02_M007,sad
160,Ses02F_impro02_M008,fru
166,Ses02F_impro02_M009,fru
172,Ses02F_impro02_M010,fru
178,Ses02F_impro02_M011,xxx
184,Ses02F_impro02_M012,sad
0,Ses02F_impro03_F000,exc
10,Ses02F_impro03_F001,exc
20,Ses02F_impro03_F002,xxx
30,Ses02F_impro03_F003,xxx
40,Ses02F_impro03_F004,exc
50,Ses02F_impro03_F005,xxx
60,Ses02F_impro03_F006,xxx
70,Ses02F_impro03_F007,xxx
80,Ses02F_impro03_F008,xxx
90,Ses02F_impro03_F009,exc
100,Ses02F_impro03_F010,xxx
110,Ses02F_impro03_F011,exc
120,Ses02F_impro03_F012,exc
130,Ses02F_impro03_F013,exc
140,Ses02F_impro03_F014,exc
150,Ses02F_impro03_F015,hap
160,Ses02F_impro03_F016,hap
170,Ses02F_impro03_F017,hap
180,Ses02F_impro03_F018,hap
190,Ses02F_impro03_F019,hap
200,Ses02F_impro03_F020,xxx
210,Ses02F_impro03_F021,exc
220,Ses02F_impro03_F022,xxx
230,Ses02F_impro03_F023,hap
240,Ses02F_impro03_F024,exc
250,Ses02F_impro03_F025,xxx
260,Ses02F_impro03_F026,hap
270,Ses02F_impro03_F027,hap
280,Ses02F_impro03_F028,exc
290,Ses02F_impro03_F029,hap
300,Ses02F_impro03_F030,hap
310,Ses02F_impro03_M000,xxx
318,Ses02F_impro03_M001,neu
326,Ses02F_impro03_M002,sur
334,Ses02F_impro03_M003,xxx
342,Ses02F_impro03_M004,hap
350,Ses02F_impro03_M005,exc
358,Ses02F_impro03_M006,sur
366,Ses02F_impro03_M007,sur
374,Ses02F_impro03_M008,xxx
382,Ses02F_impro03_M009,hap
390,Ses02F_impro03_M010,hap
398,Ses02F_impro03_M011,hap
406,Ses02F_impro03_M012,exc
414,Ses02F_impro03_M013,neu
422,Ses02F_impro03_M014,neu
430,Ses02F_impro03_M015,neu
